age,gender,education,experience_years,role_seniority,company_size,location_tier,skills_count,certifications,worked_remote,last_promotion_years_ago,salary_bdt,recent_project_description_length,survey_date,recent_note
40,Female,B.Sc,18.0,Senior,SME,Tier-2,1.0,0.0,0,7.0,179483,,2024-08-13,No relevant project mentioned
27,Male,M.Sc,4.0,Mid,Startup,Tier-1,5.0,0.0,0,1.0,90053,59.0,2024-10-04,Contributed to open-source NLP repo
26,Male,B.Sc,4.0,Senior,Startup,Tier-1,2.0,2.0,1,0.0,90565,59.0,2024-08-06,Contributed to open-source NLP repo
33,Female,M.Sc,,Mid,Startup,Tier-2,2.0,0.0,0,1.0,127040,76.0,2024-10-12,Contributed to open-source NLP repo
24,Male,B.Sc,1.0,Junior,SME,Tier-1,1.0,1.0,1,5.0,44966,67.0,2024-11-16,Built ML pipeline for preprocessing
32,Male,M.Sc,7.0,Junior,Enterprise,Tier-1,5.0,0.0,1,0.0,122638,65.0,2024-04-24,No relevant project mentioned
35,Male,B.Sc,7.0,Junior,SME,Tier-2,3.0,0.0,0,,92483,57.0,2024-03-01,No relevant project mentioned
37,Male,B.Sc+Cert,14.0,Mid,SME,Tier-1,3.0,2.0,1,0.0,164557,76.0,2023-01-17,None
29,Male,B.Sc,1.0,Junior,Enterprise,Tier-2,5.0,0.0,0,1.0,50012,55.0,2023-02-16,No relevant project mentioned
29,Male,B.Sc+Cert,6.0,Mid,Startup,Tier-2,4.0,1.0,1,1.0,100491,51.0,2023-01-30,Experience in data cleaning and ETL
25,Male,B.Sc,3.0,Mid,Startup,Tier-1,5.0,1.0,1,4.0,68036,51.0,2024-01-27,Contributed to open-source NLP repo
25,Male,M.Sc,0.0,Junior,SME,Tier-1,6.0,0.0,0,3.0,51961,66.0,2023-02-09,Worked on microservices deployment
29,Male,B.Sc,6.0,Junior,Enterprise,Tier-2,4.0,3.0,0,4.0,104686,76.0,2024-12-11,Built ML pipeline for preprocessing
32,Male,B.Sc+Cert,8.0,Junior,SME,Tier-2,3.0,2.0,1,1.0,91738,71.0,2024-10-29,Worked on microservices deployment
35,Male,B.Sc,12.0,Mid,SME,Tier-1,7.0,1.0,0,2.0,154939,,2023-10-11,Built ML pipeline for preprocessing
25,Male,B.Sc,2.0,Mid,Enterprise,Tier-1,2.0,3.0,1,2.0,86545,64.0,2023-02-28,Built ML pipeline for preprocessing
39,Female,B.Sc,17.0,Junior,Enterprise,Remote,7.0,1.0,0,2.0,184203,,2023-11-26,None
28,Male,B.Sc,6.0,Senior,Startup,Tier-1,6.0,2.0,0,1.0,125915,48.0,2024-12-26,Built ML pipeline for preprocessing
30,Female,B.Sc,6.0,Mid,Enterprise,Remote,,1.0,1,3.0,113228,52.0,2023-09-20,No relevant project mentioned
26,Male,B.Sc+Cert,3.0,Mid,Startup,Tier-1,,1.0,0,2.0,75803,59.0,2023-11-20,Built ML pipeline for preprocessing
20,Male,PhD,0.0,Mid,SME,Tier-1,,1.0,0,0.0,77962,56.0,2023-01-24,Worked on microservices deployment
35,Male,B.Sc,,Senior,Startup,Tier-2,4.0,1.0,1,0.0,124495,66.0,2023-12-20,None
34,Male,B.Sc+Cert,13.0,Mid,SME,Tier-1,8.0,1.0,0,0.0,165955,73.0,2023-02-23,Contributed to open-source NLP repo
28,Male,B.Sc,,Mid,SME,Tier-1,5.0,0.0,0,0.0,80316,42.0,2024-11-14,Built ML pipeline for preprocessing
30,Male,B.Sc,8.0,Mid,Enterprise,Tier-1,8.0,2.0,0,1.0,137978,60.0,2023-11-01,Worked on microservices deployment
33,Male,M.Sc,,Senior,SME,Remote,,3.0,1,1.0,140582,51.0,2023-11-15,Built ML pipeline for preprocessing
21,Female,M.Sc,0.0,Mid,SME,Tier-1,2.0,0.0,0,0.0,57604,61.0,2024-12-21,Built ML pipeline for preprocessing
27,Male,PhD,8.0,Mid,Startup,Tier-2,2.0,0.0,1,2.0,110864,48.0,2023-02-14,No relevant project mentioned
35,Male,B.Sc,15.0,Senior,Enterprise,Tier-3,6.0,2.0,0,7.0,171604,65.0,2023-12-28,No relevant project mentioned
22,Female,M.Sc,0.0,Senior,Enterprise,Tier-3,,1.0,0,0.0,70550,64.0,2024-04-05,None
32,Male,B.Sc,12.0,Junior,Startup,Tier-2,6.0,3.0,0,1.0,130933,,2023-01-07,No relevant project mentioned
22,Male,B.Sc,0.0,Junior,Enterprise,Tier-1,3.0,1.0,1,1.0,58922,70.0,2023-09-16,Experience in data cleaning and ETL
33,Male,B.Sc,10.0,Junior,SME,Tier-1,2.0,0.0,0,2.0,115399,69.0,2023-03-29,Worked on microservices deployment
30,Female,PhD,9.0,Senior,SME,Tier-1,7.0,0.0,0,2.0,142415,,2023-07-08,Contributed to open-source NLP repo
20,Female,M.Eng,0.0,Mid,Enterprise,Tier-1,3.0,0.0,0,2.0,73647,64.0,2024-03-30,None
37,Male,M.Sc,16.0,Junior,Startup,Tier-1,6.0,1.0,0,3.0,185413,58.0,2024-06-25,Built ML pipeline for preprocessing
26,Male,,5.0,Junior,Enterprise,Tier-1,5.0,0.0,0,4.0,78512,49.0,2024-05-31,No relevant project mentioned
25,Female,B.Sc,5.0,Junior,SME,Remote,7.0,1.0,0,7.0,78110,60.0,2023-12-26,None
31,Male,B.Sc,9.0,Junior,Startup,Remote,4.0,1.0,0,1.0,110579,55.0,2024-01-04,Worked on microservices deployment
37,Male,B.Sc,16.0,Junior,Enterprise,Tier-1,9.0,1.0,1,7.0,181111,67.0,2023-07-19,No relevant project mentioned
24,Male,B.Sc,0.0,Mid,Enterprise,Tier-1,4.0,2.0,0,3.0,60586,51.0,2023-01-07,No relevant project mentioned
30,Male,M.Sc,7.0,Junior,Startup,Tier-1,7.0,0.0,0,3.0,110914,78.0,2024-11-09,Worked on microservices deployment
33,Male,,9.0,Junior,Startup,Tier-1,,2.0,0,2.0,105647,73.0,2024-01-21,Contributed to open-source NLP repo
34,Male,B.Sc,13.0,Senior,Enterprise,Tier-1,4.0,0.0,0,5.0,165175,,2024-11-13,Experience in data cleaning and ETL
31,Male,B.Sc,10.0,Senior,Startup,Remote,1.0,3.0,0,6.0,138350,57.0,2024-01-31,None
28,Male,B.Sc,6.0,Junior,Enterprise,Tier-1,7.0,1.0,0,0.0,109531,54.0,2024-06-23,Worked on microservices deployment
25,Female,B.Sc,0.0,Junior,Enterprise,Tier-1,,2.0,1,2.0,52143,50.0,2024-09-11,No relevant project mentioned
31,Male,B.Sc+Cert,7.0,Mid,SME,Tier-1,7.0,1.0,0,6.0,109141,58.0,2023-05-27,None
24,Male,,0.0,Mid,SME,Remote,,1.0,0,1.0,58992,59.0,2023-10-11,Experience in data cleaning and ETL
20,Male,M.Eng,0.0,Junior,SME,Remote,6.0,0.0,0,0.0,45587,48.0,2023-04-09,Contributed to open-source NLP repo
33,Male,B.Sc,,Junior,SME,Tier-3,,0.0,1,0.0,107719,51.0,2024-08-10,Contributed to open-source NLP repo
35,Male,B.Sc,8.0,Junior,Enterprise,Tier-2,5.0,0.0,0,2.0,98941,,2024-08-26,Built ML pipeline for preprocessing
20,Male,B.Sc,0.0,Mid,Enterprise,Tier-1,3.0,1.0,0,3.0,62845,64.0,2024-05-21,Built ML pipeline for preprocessing
24,Female,B.Sc+Cert,4.0,Senior,SME,Tier-1,7.0,2.0,0,0.0,113552,69.0,2024-04-18,No relevant project mentioned
34,Female,M.Sc,,Senior,SME,Tier-2,5.0,2.0,1,3.0,167707,58.0,2024-12-10,Contributed to open-source NLP repo
42,Male,B.Sc,18.0,Mid,Startup,Tier-3,4.0,0.0,0,5.0,177469,64.0,2023-05-27,Built ML pipeline for preprocessing
30,Male,B.Sc,8.0,Mid,SME,Tier-1,6.0,1.0,0,0.0,114681,63.0,2024-07-29,None
26,Male,B.Sc,1.0,Mid,SME,Tier-1,2.0,0.0,0,0.0,50920,61.0,2024-05-17,No relevant project mentioned
29,Female,M.Sc,,Mid,SME,Tier-2,6.0,2.0,1,4.0,111671,62.0,2023-02-19,Built ML pipeline for preprocessing
38,Female,B.Sc+Cert,14.0,Junior,Startup,Tier-1,,1.0,0,5.0,163056,56.0,2024-06-05,Experience in data cleaning and ETL
26,Male,M.Sc,0.0,Mid,Enterprise,Tier-2,3.0,1.0,1,0.0,52647,45.0,2023-08-13,No relevant project mentioned
25,Male,B.Sc,4.0,Senior,SME,Tier-1,4.0,1.0,1,3.0,89849,52.0,2023-03-23,Experience in data cleaning and ETL
27,Female,B.Sc,3.0,Mid,Enterprise,Tier-1,5.0,3.0,0,2.0,87170,69.0,2023-07-01,Worked on microservices deployment
24,Male,B.Sc,0.0,Senior,Enterprise,Tier-2,4.0,0.0,0,0.0,55486,60.0,2024-06-05,Worked on microservices deployment
31,Male,B.Sc,12.0,Mid,SME,Remote,8.0,0.0,0,4.0,149668,63.0,2023-12-26,Contributed to open-source NLP repo
40,Male,B.Sc,17.0,Mid,SME,Tier-1,,0.0,0,2.0,163955,66.0,2023-08-23,Built ML pipeline for preprocessing
32,Male,M.Sc,9.0,Junior,SME,Tier-1,6.0,2.0,1,3.0,142383,77.0,2023-11-22,Experience in data cleaning and ETL
28,Female,M.Sc,7.0,Mid,Startup,Tier-1,4.0,1.0,0,1.0,127354,59.0,2024-04-11,Worked on microservices deployment
28,Female,B.Sc,4.0,Senior,Enterprise,Tier-2,,1.0,0,4.0,94341,45.0,2024-03-22,Worked on microservices deployment
21,Male,M.Eng,1.0,Mid,Startup,Tier-3,6.0,0.0,0,1.0,44473,53.0,2024-06-29,Contributed to open-source NLP repo
35,Male,B.Sc,11.0,Junior,SME,Tier-1,3.0,0.0,1,1.0,137706,51.0,2023-02-12,Worked on microservices deployment
30,Male,B.Sc,9.0,Junior,Startup,Tier-1,,2.0,0,1.0,103992,,2024-01-17,Worked on microservices deployment
29,Male,B.Sc,4.0,Mid,Enterprise,Remote,7.0,1.0,0,0.0,84919,51.0,2023-05-13,None
49,Male,B.Sc,24.0,Mid,SME,Tier-3,6.0,0.0,0,5.0,228238,55.0,2024-02-07,Worked on microservices deployment
32,Male,B.Sc,7.0,Mid,SME,Tier-2,5.0,1.0,1,0.0,88539,53.0,2024-09-16,Built ML pipeline for preprocessing
25,Male,B.Sc,,Lead,SME,Tier-1,5.0,,0,2.0,94005,55.0,2024-01-05,None
27,Male,,6.0,Mid,Enterprise,Tier-1,,0.0,0,,99694,54.0,2023-02-23,No relevant project mentioned
37,Male,PhD,16.0,Mid,Startup,Tier-3,10.0,1.0,1,2.0,181059,39.0,2024-10-15,Contributed to open-source NLP repo
31,Male,B.Sc,5.0,Junior,SME,Tier-2,6.0,2.0,0,1.0,67732,56.0,2024-07-14,None
21,Male,B.Sc,0.0,Junior,SME,Tier-2,5.0,2.0,0,4.0,33702,59.0,2023-06-08,Contributed to open-source NLP repo
36,Male,B.Sc,15.0,Mid,Startup,Tier-1,2.0,0.0,1,2.0,155154,65.0,2023-05-18,Experience in data cleaning and ETL
26,Other,M.Sc,5.0,Senior,Startup,Tier-2,,1.0,0,0.0,97793,72.0,2024-06-16,No relevant project mentioned
41,Male,B.Sc,17.0,Mid,Startup,Tier-3,7.0,2.0,0,1.0,171835,68.0,2023-09-11,Worked on microservices deployment
36,Male,M.Eng,7.0,Mid,Startup,Remote,7.0,0.0,0,2.0,122436,,2023-10-29,Experience in data cleaning and ETL
27,Female,B.Sc,6.0,Junior,SME,Tier-1,1.0,2.0,1,3.0,83300,57.0,2024-12-15,No relevant project mentioned
38,Other,B.Sc,16.0,Lead,Startup,Tier-2,4.0,1.0,1,2.0,199357,62.0,2024-09-10,None
30,Male,M.Sc,9.0,Lead,SME,Tier-2,4.0,0.0,0,1.0,163057,56.0,2023-03-15,Contributed to open-source NLP repo
35,Female,B.Sc,13.0,Mid,Startup,Remote,7.0,0.0,0,2.0,146991,70.0,2024-06-15,No relevant project mentioned
33,Male,B.Sc,9.0,Junior,Startup,Tier-3,4.0,0.0,0,1.0,95874,,2023-10-04,Worked on microservices deployment
25,Male,B.Sc,2.0,Mid,Enterprise,Remote,,3.0,0,0.0,77146,50.0,2024-02-25,Built ML pipeline for preprocessing
26,Male,M.Sc,0.0,Senior,SME,Remote,5.0,2.0,1,6.0,73341,,2023-02-26,Contributed to open-source NLP repo
36,Male,B.Sc,16.0,Mid,Startup,Tier-1,3.0,0.0,1,1.0,184139,72.0,2024-07-22,No relevant project mentioned
28,Male,B.Sc,5.0,Mid,SME,Tier-3,8.0,3.0,0,1.0,84181,54.0,2023-03-10,None
28,Male,PhD,8.0,Junior,Startup,Tier-2,5.0,0.0,1,5.0,97791,47.0,2023-07-17,Worked on microservices deployment
24,Male,B.Sc,1.0,Junior,Startup,Tier-1,7.0,0.0,0,0.0,48631,69.0,2023-06-01,Contributed to open-source NLP repo
33,Male,M.Eng,10.0,Junior,Startup,Tier-1,7.0,0.0,0,2.0,125103,44.0,2024-12-20,Experience in data cleaning and ETL
42,Male,M.Sc,19.0,Senior,Enterprise,Tier-1,2.0,0.0,1,4.0,251281,77.0,2023-07-07,No relevant project mentioned
24,Male,B.Sc,2.0,Mid,Enterprise,Tier-3,2.0,2.0,0,1.0,45952,82.0,2024-10-24,Contributed to open-source NLP repo
30,Male,B.Sc,7.0,Senior,Enterprise,Tier-1,8.0,1.0,0,4.0,138083,82.0,2023-02-16,None
38,Female,B.Sc,15.0,Junior,Enterprise,Remote,3.0,0.0,0,3.0,177457,40.0,2024-05-14,No relevant project mentioned
30,Female,,5.0,Senior,Enterprise,Tier-2,5.0,0.0,0,2.0,112960,68.0,2024-12-20,None
33,Female,,11.0,Senior,Enterprise,Tier-2,5.0,0.0,0,0.0,149730,70.0,2023-08-31,Worked on microservices deployment
24,Male,M.Sc,6.0,Junior,SME,Tier-1,2.0,0.0,1,7.0,100621,46.0,2023-06-29,Experience in data cleaning and ETL
33,Female,B.Sc+Cert,11.0,Senior,SME,Tier-2,4.0,1.0,0,2.0,124067,34.0,2023-05-21,None
29,Male,M.Sc,7.0,Junior,Startup,Tier-2,8.0,0.0,0,2.0,98730,67.0,2024-05-13,Contributed to open-source NLP repo
36,Male,B.Sc,9.0,Junior,SME,Tier-1,14.0,1.0,0,5.0,122374,47.0,2023-01-08,No relevant project mentioned
37,Male,B.Sc,18.0,Junior,SME,Tier-3,,4.0,1,1.0,183792,,2023-04-12,Contributed to open-source NLP repo
46,Male,M.Eng,25.0,Senior,Enterprise,Tier-2,7.0,0.0,0,2.0,337886,,2023-06-09,None
33,Male,B.Sc,8.0,Senior,SME,Tier-1,4.0,1.0,1,5.0,133543,62.0,2024-04-14,Built ML pipeline for preprocessing
32,Male,B.Sc,,Junior,SME,Tier-3,3.0,0.0,0,1.0,93936,65.0,2024-10-18,Experience in data cleaning and ETL
31,Female,M.Sc,8.0,Mid,SME,Tier-1,8.0,0.0,0,4.0,131582,67.0,2023-01-05,Built ML pipeline for preprocessing
28,Male,B.Sc,5.0,Mid,Startup,Tier-2,6.0,1.0,1,1.0,85603,65.0,2024-01-14,Contributed to open-source NLP repo
32,Male,B.Sc+Cert,12.0,Senior,SME,Tier-2,4.0,,0,3.0,127589,,2024-01-16,Built ML pipeline for preprocessing
28,Female,M.Sc,5.0,Junior,SME,Tier-1,5.0,1.0,0,,91586,60.0,2024-08-28,Built ML pipeline for preprocessing
31,Male,B.Sc,8.0,Mid,SME,Tier-2,4.0,2.0,1,0.0,94869,59.0,2024-12-29,Built ML pipeline for preprocessing
38,Male,B.Sc+Cert,14.0,Mid,SME,Tier-2,2.0,1.0,0,0.0,154457,58.0,2024-11-14,None
24,Male,B.Sc,1.0,Junior,Startup,Tier-2,7.0,1.0,1,1.0,48763,67.0,2024-10-11,Built ML pipeline for preprocessing
37,Male,B.Sc,,Mid,SME,Tier-1,9.0,1.0,0,3.0,178069,59.0,2023-10-31,None
38,Male,B.Sc,15.0,Mid,SME,Tier-1,7.0,0.0,1,2.0,176183,74.0,2023-06-05,Contributed to open-source NLP repo
29,Male,B.Sc,5.0,Junior,SME,Tier-1,6.0,0.0,1,5.0,85676,60.0,2023-10-27,None
20,Male,B.Sc,3.0,Lead,SME,Remote,5.0,2.0,0,1.0,102741,65.0,2024-11-01,No relevant project mentioned
26,Male,B.Sc,2.0,Junior,Startup,Tier-1,1.0,0.0,0,4.0,45736,68.0,2023-09-29,Experience in data cleaning and ETL
38,Male,B.Sc,15.0,Lead,Startup,Tier-2,3.0,1.0,0,0.0,146044,57.0,2023-05-03,Built ML pipeline for preprocessing
30,Male,B.Sc,8.0,Junior,SME,Remote,4.0,4.0,1,1.0,111422,64.0,2024-05-25,None
24,Male,M.Sc,4.0,Junior,SME,Tier-3,6.0,2.0,1,0.0,70510,57.0,2023-10-06,Contributed to open-source NLP repo
27,Female,M.Eng,4.0,Junior,SME,Tier-3,5.0,2.0,0,5.0,64666,62.0,2024-01-02,Experience in data cleaning and ETL
35,Male,B.Sc,8.0,Senior,Enterprise,Remote,6.0,2.0,0,2.0,141165,55.0,2024-06-16,Experience in data cleaning and ETL
33,Male,B.Sc,10.0,Senior,Startup,Tier-1,,1.0,0,1.0,141963,64.0,2024-12-20,Built ML pipeline for preprocessing
29,Male,B.Sc,7.0,Junior,Startup,Tier-1,4.0,2.0,1,2.0,82223,41.0,2024-09-21,No relevant project mentioned
28,Male,B.Sc,6.0,Junior,SME,Tier-1,2.0,3.0,1,2.0,90029,66.0,2023-05-03,None
28,Male,M.Sc,,Mid,SME,Tier-1,7.0,0.0,0,4.0,134192,51.0,2024-12-13,Built ML pipeline for preprocessing
24,Male,M.Sc,3.0,Mid,SME,Tier-2,8.0,1.0,1,2.0,74840,48.0,2024-01-21,Worked on microservices deployment
40,Female,,20.0,Senior,Enterprise,Tier-1,7.0,3.0,0,1.0,249088,52.0,2024-02-01,Built ML pipeline for preprocessing
28,Female,,3.0,Junior,Enterprise,Tier-3,5.0,0.0,1,6.0,54214,,2023-10-28,Built ML pipeline for preprocessing
37,Male,B.Sc,13.0,Mid,Startup,Tier-1,4.0,2.0,0,6.0,168780,76.0,2024-01-29,No relevant project mentioned
39,Female,,,Mid,Enterprise,Tier-1,4.0,2.0,1,0.0,222550,68.0,2024-08-25,Built ML pipeline for preprocessing
36,Male,B.Sc,11.0,Lead,Startup,Tier-2,4.0,0.0,1,3.0,134632,,2024-08-15,Experience in data cleaning and ETL
27,Male,PhD,0.0,Mid,SME,Tier-1,3.0,0.0,1,1.0,77796,53.0,2023-08-04,Contributed to open-source NLP repo
32,Male,M.Sc,12.0,Junior,SME,Tier-3,2.0,0.0,1,3.0,115284,71.0,2023-01-01,Contributed to open-source NLP repo
30,Male,B.Sc,7.0,Junior,SME,Remote,8.0,1.0,0,,83448,67.0,2023-05-24,No relevant project mentioned
25,Female,M.Sc,3.0,Mid,Startup,Tier-3,2.0,2.0,1,1.0,63336,81.0,2023-09-07,Worked on microservices deployment
32,Male,B.Sc+Cert,10.0,Mid,SME,Tier-1,3.0,2.0,1,7.0,130245,52.0,2023-06-20,Worked on microservices deployment
23,Male,M.Sc,1.0,Senior,SME,Remote,10.0,0.0,0,1.0,87669,60.0,2023-05-14,Worked on microservices deployment
37,Female,B.Sc,17.0,Mid,Startup,Tier-1,3.0,1.0,0,2.0,154132,56.0,2023-03-17,Worked on microservices deployment
27,Male,B.Sc,0.0,Mid,Startup,Tier-3,3.0,1.0,1,4.0,30576,51.0,2024-04-24,No relevant project mentioned
31,Male,M.Eng,6.0,Mid,SME,Tier-1,7.0,0.0,0,0.0,129495,45.0,2024-09-15,Built ML pipeline for preprocessing
32,Male,M.Sc,8.0,Mid,SME,Tier-1,3.0,1.0,0,1.0,140850,58.0,2023-09-24,Experience in data cleaning and ETL
28,Female,M.Sc,,Junior,SME,Remote,7.0,2.0,1,0.0,107034,76.0,2024-04-10,Experience in data cleaning and ETL
34,Female,B.Sc+Cert,15.0,Junior,Startup,Tier-1,,0.0,0,4.0,186563,49.0,2024-03-25,Built ML pipeline for preprocessing
27,Male,B.Sc+Cert,5.0,Mid,Enterprise,Tier-3,4.0,0.0,1,4.0,83617,56.0,2023-04-06,Worked on microservices deployment
35,Male,,12.0,Junior,Startup,Tier-1,5.0,3.0,0,,107935,63.0,2023-10-03,None
22,Male,B.Sc,0.0,Junior,Enterprise,Tier-3,4.0,5.0,0,0.0,45492,,2024-07-03,No relevant project mentioned
31,Female,B.Sc,6.0,Junior,SME,Remote,4.0,1.0,0,,77225,54.0,2023-11-08,No relevant project mentioned
42,Male,,21.0,Junior,SME,Tier-2,5.0,1.0,0,3.0,244974,52.0,2023-12-13,None
24,Male,M.Sc,6.0,Junior,Enterprise,Tier-2,,0.0,1,2.0,100562,67.0,2023-09-24,Worked on microservices deployment
26,Female,M.Sc,3.0,Mid,Startup,Tier-2,4.0,2.0,1,1.0,82530,67.0,2023-10-01,None
33,Male,B.Sc,10.0,Mid,Startup,Remote,8.0,0.0,0,1.0,120592,50.0,2024-08-15,Built ML pipeline for preprocessing
31,Male,M.Sc,8.0,Mid,SME,Tier-1,5.0,2.0,1,2.0,126511,77.0,2023-04-08,Contributed to open-source NLP repo
32,Male,M.Sc,11.0,Mid,Startup,Tier-2,9.0,1.0,1,0.0,149184,60.0,2024-07-10,No relevant project mentioned
33,Female,B.Sc,9.0,Lead,SME,Tier-1,3.0,1.0,1,0.0,160568,62.0,2024-10-27,Worked on microservices deployment
34,Male,B.Sc,14.0,Junior,Startup,Tier-1,2.0,0.0,1,0.0,132078,53.0,2023-11-11,Worked on microservices deployment
37,Male,B.Sc,14.0,Mid,Enterprise,Tier-1,6.0,0.0,0,2.0,173319,56.0,2023-05-14,Experience in data cleaning and ETL
32,Male,B.Sc,9.0,Junior,SME,Tier-2,5.0,1.0,0,0.0,101499,57.0,2024-07-08,Experience in data cleaning and ETL
29,Male,B.Sc,7.0,Mid,Startup,Remote,8.0,1.0,1,1.0,104784,,2023-04-04,Contributed to open-source NLP repo
34,Male,B.Sc,9.0,Senior,Enterprise,Tier-1,4.0,0.0,1,2.0,150780,46.0,2023-06-29,No relevant project mentioned
41,Male,B.Sc,22.0,Mid,SME,Tier-2,8.0,0.0,0,,222321,48.0,2023-09-13,Built ML pipeline for preprocessing
29,Other,M.Sc,9.0,Mid,SME,Tier-2,7.0,2.0,1,2.0,132180,54.0,2023-01-17,None
24,Male,M.Sc,0.0,Mid,SME,Tier-2,3.0,0.0,0,0.0,46856,47.0,2024-09-20,None
37,Male,M.Eng,,Mid,SME,Remote,6.0,1.0,0,,162392,69.0,2024-07-11,No relevant project mentioned
29,Male,B.Sc,7.0,Junior,SME,Tier-1,8.0,2.0,0,0.0,96938,41.0,2024-11-11,Worked on microservices deployment
20,Male,B.Sc,0.0,Mid,SME,Tier-1,7.0,1.0,0,1.0,61212,54.0,2023-05-21,None
35,Female,B.Sc+Cert,13.0,Mid,Startup,Tier-1,1.0,2.0,1,,152046,,2024-01-25,Worked on microservices deployment
27,Male,B.Sc,4.0,Junior,Enterprise,Remote,,0.0,0,2.0,80587,55.0,2024-12-26,No relevant project mentioned
29,Male,PhD,7.0,Junior,Enterprise,Remote,5.0,1.0,0,3.0,118697,70.0,2024-11-20,Worked on microservices deployment
32,Male,M.Eng,8.0,Senior,Startup,Tier-1,2.0,2.0,0,1.0,130088,54.0,2023-02-17,Contributed to open-source NLP repo
31,Male,B.Sc,10.0,Junior,Enterprise,Tier-1,8.0,0.0,0,0.0,141309,55.0,2024-09-02,Worked on microservices deployment
34,Male,PhD,14.0,Junior,SME,Tier-2,5.0,1.0,0,1.0,172101,68.0,2023-09-19,No relevant project mentioned
27,Male,B.Sc,,Mid,Startup,Tier-3,2.0,0.0,1,1.0,91889,59.0,2024-07-23,No relevant project mentioned
33,Female,B.Sc,10.0,Junior,Startup,Tier-2,3.0,0.0,0,1.0,90521,77.0,2023-09-10,Worked on microservices deployment
28,Female,M.Sc,6.0,Mid,Startup,Remote,6.0,3.0,1,0.0,101987,68.0,2024-12-03,No relevant project mentioned
34,Male,B.Sc,8.0,Mid,Enterprise,Tier-3,8.0,1.0,0,1.0,109917,51.0,2024-05-27,Worked on microservices deployment
34,Female,B.Sc+Cert,14.0,Senior,SME,Remote,5.0,1.0,1,2.0,169323,60.0,2023-06-05,Worked on microservices deployment
24,Male,,0.0,Junior,SME,Tier-2,7.0,1.0,0,6.0,99165,61.0,2024-08-25,Contributed to open-source NLP repo
37,Male,B.Sc,16.0,Mid,Startup,Tier-1,2.0,0.0,0,3.0,178196,52.0,2023-07-29,Contributed to open-source NLP repo
27,Male,M.Sc,3.0,Senior,SME,Tier-3,5.0,1.0,1,4.0,81541,44.0,2023-11-20,None
35,Male,M.Sc,12.0,Junior,SME,Tier-2,4.0,0.0,1,1.0,158108,63.0,2023-02-10,None
32,Male,B.Sc,8.0,Junior,Enterprise,Tier-1,5.0,1.0,0,0.0,112471,50.0,2023-12-28,Built ML pipeline for preprocessing
41,Male,B.Sc,19.0,Senior,Enterprise,Tier-1,5.0,0.0,0,1.0,232656,61.0,2024-01-07,Experience in data cleaning and ETL
29,Male,M.Eng,7.0,Junior,SME,Tier-2,3.0,1.0,0,1.0,92660,66.0,2024-02-20,Built ML pipeline for preprocessing
28,Male,B.Sc,1.0,Mid,SME,Tier-2,6.0,1.0,0,3.0,57748,64.0,2024-09-26,Built ML pipeline for preprocessing
30,Male,M.Eng,6.0,Junior,SME,Tier-2,12.0,0.0,0,6.0,95669,76.0,2024-12-09,No relevant project mentioned
28,Female,M.Sc,2.0,Junior,Enterprise,Tier-1,6.0,,0,4.0,78505,52.0,2024-10-23,No relevant project mentioned
35,Male,M.Sc,12.0,Junior,Startup,Tier-2,4.0,1.0,1,1.0,124161,45.0,2024-01-12,None
20,Male,M.Sc,0.0,Mid,SME,Tier-1,4.0,0.0,1,4.0,66545,67.0,2023-11-09,Worked on microservices deployment
24,Male,B.Sc,,Mid,Enterprise,Tier-2,2.0,0.0,0,1.0,59682,,2023-10-05,Built ML pipeline for preprocessing
24,Male,M.Sc,2.0,Junior,Startup,Tier-2,3.0,0.0,1,0.0,47230,59.0,2023-11-18,Contributed to open-source NLP repo
36,Female,B.Sc+Cert,16.0,Senior,Startup,Tier-3,7.0,1.0,0,1.0,171392,59.0,2024-07-08,Worked on microservices deployment
40,Male,B.Sc,16.0,Mid,SME,Tier-3,8.0,1.0,0,2.0,177399,74.0,2023-02-03,None
29,Male,B.Sc+Cert,7.0,Lead,Startup,Tier-3,4.0,1.0,1,3.0,123779,59.0,2023-04-24,Worked on microservices deployment
29,Female,B.Sc,,Lead,SME,Tier-3,5.0,1.0,1,1.0,116681,50.0,2023-01-02,None
30,Male,B.Sc,8.0,Senior,SME,Tier-2,1.0,0.0,1,0.0,108099,63.0,2024-07-24,None
37,Male,B.Sc,10.0,Senior,SME,Tier-1,4.0,1.0,1,0.0,152288,59.0,2023-02-05,No relevant project mentioned
24,Male,B.Sc+Cert,0.0,Mid,Startup,Tier-2,5.0,0.0,0,0.0,37039,74.0,2023-01-08,Contributed to open-source NLP repo
31,Female,B.Sc,7.0,Senior,Enterprise,Tier-2,6.0,0.0,0,6.0,119837,47.0,2023-06-10,No relevant project mentioned
36,Male,B.Sc+Cert,,Junior,Startup,Tier-2,5.0,0.0,1,6.0,145176,52.0,2024-03-27,No relevant project mentioned
33,Male,B.Sc+Cert,11.0,Junior,Enterprise,Tier-1,5.0,1.0,0,6.0,147449,,2024-06-13,Contributed to open-source NLP repo
31,Male,B.Sc,9.0,Senior,Startup,Remote,5.0,1.0,0,1.0,128333,,2024-07-29,Worked on microservices deployment
36,Male,B.Sc,13.0,Mid,SME,Tier-1,7.0,1.0,0,,157455,53.0,2024-07-26,No relevant project mentioned
20,Male,M.Sc,0.0,Senior,Startup,Tier-1,6.0,1.0,1,7.0,94929,68.0,2023-03-24,Experience in data cleaning and ETL
